Word,Length,Freq_HAL,Log_Freq_HAL,SUBTLWF,LgSUBTLWF
prediction,10,5401,8.59,1.29,1.83
predictions,11,4051,8.31,0.82,1.63
predictive,10,774,6.65,0.18,1
predictor,9,1152,7.05,0.06,0.6
predigested,11,27,3.3,NULL,NULL
predilection,12,102,4.62,0.25,1.15
predilections,13,58,4.06,0.14,0.9
predispose,10,90,4.5,0.02,0.3
predisposed,11,301,5.71,0.27,1.18
predisposition,14,419,6.04,0.24,1.11
predispositions,15,59,4.08,0.06,0.6
predominance,12,102,4.62,0.04,0.48
predominant,11,564,6.34,0.14,0.9
predominantly,13,1474,7.3,0.37,1.3
predominate,11,1047,6.95,0.06,0.6
predominated,12,55,4.01,NULL,NULL
predominately,13,380,5.94,0.18,1
predominates,12,57,4.04,0.04,0.48
predominating,13,50,3.91,NULL,NULL
predomination,13,1,0,NULL,NULL
preemployment,13,10,2.3,NULL,NULL
preempt,7,236,5.46,0.25,1.15
preemptively,12,281,5.64,0.16,0.95
preen,5,119,4.78,0.06,0.6
preening,8,73,4.29,0.1,0.78
prefab,6,110,4.7,0.18,1
prefabricate,12,0,0,NULL,NULL
prefabricated,13,40,3.69,0.08,0.7
prefabrication,14,3,1.1,NULL,NULL
preface,7,1280,7.15,0.55,1.46
prefaced,8,234,5.46,0.04,0.48
prefer,6,43552,10.68,32.92,3.23
preferable,10,3192,8.07,0.92,1.68
preferably,10,11663,9.36,2.98,2.18
preference,10,11441,9.34,2.33,2.08
planeload,9,12,2.48,0.06,0.6
planer,6,329,5.8,0.1,0.78
planes,6,7916,8.98,17.53,2.95
planet,6,26589,10.19,38.73,3.3
planetarium,11,874,6.77,0.39,1.32
planetary,9,3582,8.18,1.08,1.75
planetoid,9,84,4.43,0.04,0.48
planetoids,10,41,3.71,0.02,0.3
planets,7,7932,8.98,4.29,2.34
planet's,8,597,6.39,NULL,NULL
plank,5,595,6.39,2.04,2.02
planking,8,56,4.03,0.04,0.48
planks,6,322,5.77,0.25,1.15
plankton,8,133,4.89,1.57,1.91
planned,7,13957,9.54,31.84,3.21
planner,7,1840,7.52,1.63,1.92
planners,8,2208,7.7,0.24,1.11
planning,8,32800,10.4,37.29,3.28
plans,5,31000,10.34,56.22,3.46
plan's,6,66,4.19,NULL,NULL
plant,5,25225,10.14,27.61,3.15
plantain,8,31,3.43,0.02,0.3
plantation,10,977,6.88,3.33,2.23
plantations,11,518,6.25,0.41,1.34
planted,7,3033,8.02,8.94,2.66
planter,7,173,5.15,0.63,1.52
planters,8,160,5.08,0.29,1.2
planting,8,1392,7.24,2.12,2.04
plants,6,17049,9.74,9.57,2.69
plant's,7,211,5.35,NULL,NULL
plaque,6,951,6.86,2.08,2.03
plaques,7,311,5.74,0.16,0.95
plasm,5,278,5.63,0.04,0.48
plasma,6,5618,8.63,4.98,2.41
plaster,7,737,6.6,2.63,2.13
plasterboard,12,10,2.3,NULL,NULL
plastered,9,523,6.26,1.82,1.97
plasterer,9,2,0.69,0.12,0.85
plastering,10,58,4.06,0.16,0.95
plasters,8,22,3.09,NULL,NULL
plastic,7,26405,10.18,18.76,2.98
plastically,11,11,2.4,NULL,NULL
plasticity,10,164,5.1,0.08,0.7
plastics,8,1439,7.27,1.02,1.72
plate,5,10419,9.25,25.65,3.12
plateau,7,3592,8.19,0.57,1.48
plated,6,674,6.51,0.16,0.95
plateful,8,46,3.83,0.06,0.6
plates,6,5243,8.56,12.51,2.81
platform,8,24499,10.11,6.14,2.5
platforms,9,18210,9.81,0.75,1.59
platinum,8,3511,8.16,2.41,2.09
platitude,9,66,4.19,0.02,0.3
Plato,5,1898,7.55,1.96,2
platonic,8,471,6.15,1.22,1.8
platoon,7,622,6.43,7.22,2.57
platoons,8,101,4.62,0.2,1.04
Plato's,7,469,6.15,NULL,NULL
platter,7,936,6.84,2.92,2.18
platters,8,315,5.75,0.37,1.3
platypus,8,193,5.26,0.06,0.6
plausible,9,2796,7.94,1.63,1.92
play,4,149546,11.92,354.53,4.26
playable,8,2829,7.95,0.06,0.6
playback,8,3007,8.01,1.47,1.88
playbacks,9,17,2.83,NULL,NULL
playbill,8,114,4.74,0.08,0.7
playboy,7,2930,7.98,4.24,2.34
played,6,66128,11.1,56.27,3.46
player,6,58218,10.97,37.76,3.28
players,7,60398,11.01,17.16,2.94
player's,8,2966,7.99,NULL,NULL
playfellow,10,0,0,NULL,NULL
playful,7,1020,6.93,1.16,1.78
playground,10,1360,7.22,5.1,2.42
playgroup,9,45,3.81,NULL,NULL
playhouse,9,515,6.24,0.65,1.53
playhouses,10,10,2.3,0.06,0.6
playing,7,73055,11.2,147.35,3.88
playmate,8,532,6.28,1.24,1.81
playmates,9,973,6.88,0.57,1.48
playoff,7,2901,7.97,0.61,1.51
playpen,7,181,5.2,0.69,1.56
playroom,8,209,5.34,0.8,1.62
plays,5,19267,9.87,29.82,3.18
play's,6,88,4.48,NULL,NULL
playsuit,8,6,1.79,0.02,0.3
plaything,9,112,4.72,0.49,1.42
playtime,8,197,5.28,0.94,1.69
playwright,10,373,5.92,1.41,1.86
playwrights,11,146,4.98,0.2,1.04
playwriting,11,27,3.3,0.06,0.6
plaza,5,5750,8.66,5.9,2.48
plazas,6,74,4.3,NULL,NULL
plea,4,1986,7.59,6.84,2.54
plead,5,1026,6.93,7,2.55
pleaded,7,931,6.84,1.31,1.83
pleader,7,2,0.69,0.02,0.3
pleading,8,1255,7.13,2.27,2.07
pleads,6,233,5.45,0.57,1.48
pleas,5,1183,7.08,0.39,1.32
pleasance,9,114,4.74,0.02,0.3
pleasant,8,6736,8.82,21.02,3.03
pleasantly,10,1158,7.05,1.02,1.72
pleasantness,12,38,3.64,0.02,0.3
pleasantry,10,12,2.48,0.04,0.48
please,6,580704,13.27,1100.96,4.75
pleased,7,11563,9.36,28.53,3.16
pleases,7,929,6.83,3.39,2.24
pleasing,8,1676,7.42,1.55,1.9
pleasingly,10,42,3.74,0.04,0.48
pleasurable,11,1050,6.96,0.75,1.59
pleasure,8,16862,9.73,80.75,3.61
pleasures,9,1452,7.28,3.1,2.2
pleat,5,41,3.71,0.06,0.6
pleats,6,114,4.74,0.25,1.15
plebeian,8,16,2.77,0.18,1
plebian,7,42,3.74,0.02,0.3
pledge,6,2599,7.86,6.88,2.55
pledged,7,1046,6.95,1.59,1.91
pledges,7,572,6.35,0.82,1.63
Pleistocene,11,122,4.8,0.16,0.95
plenary,7,755,6.63,0.1,0.78
plenitude,9,29,3.37,0.04,0.48
plentiful,9,792,6.67,0.29,1.2
plenty,6,22730,10.03,62.31,3.5
plethora,8,960,6.87,0.37,1.3
pleural,7,13,2.56,0.29,1.2
plexiglas,9,87,4.47,0.29,1.2
pliable,7,307,5.73,0.14,0.9
pliant,6,75,4.32,NULL,NULL
plied,5,41,3.71,0.14,0.9
pliers,6,730,6.59,1.16,1.78
plight,6,1347,7.21,1.24,1.81
plod,4,135,4.91,0.1,0.78
plodded,7,43,3.76,NULL,NULL
plodding,8,173,5.15,0.12,0.85
plop,4,495,6.2,0.84,1.64
plopped,7,214,5.37,0.24,1.11
plosion,7,0,0,NULL,NULL
plosive,7,12,2.48,0.02,0.3
plot,4,17284,9.76,11.59,2.77
plots,5,4086,8.32,1.69,1.94
plotted,7,803,6.69,1.02,1.72
plotting,8,2163,7.68,1.76,1.96
plough,6,306,5.72,1.06,1.74
ploughshare,11,2,0.69,NULL,NULL
plow,4,763,6.64,1.88,1.99
plowed,6,395,5.98,0.65,1.53
plowing,7,380,5.94,0.65,1.53
plowman's,9,1,0,NULL,NULL
plows,5,154,5.04,0.37,1.3
plowshares,10,3276,8.09,0.14,0.9
ploy,4,1362,7.22,1.53,1.9
pluck,5,532,6.28,2.31,2.08
plucked,7,500,6.21,1.27,1.82
plucking,8,281,5.64,0.41,1.34
plucky,6,313,5.75,0.39,1.32
plug,4,15792,9.67,10.41,2.73
plugged,7,3881,8.26,2.2,2.05
plugging,8,1428,7.26,0.8,1.62
plugs,5,3887,8.27,2.02,2.02
plugugly,8,1,0,NULL,NULL
plum,4,825,6.72,3.41,2.24
plumage,7,101,4.62,0.18,1
plumb,5,340,5.83,1.69,1.94
plumbed,7,60,4.09,0.02,0.3
plumber,7,402,6,4.49,2.36
plumbing,8,1303,7.17,4.84,2.39
plume,5,577,6.36,0.47,1.4
plumed,6,53,3.97,0.02,0.3
plummet,7,305,5.72,0.41,1.34
plummeting,10,148,5,0.39,1.32
plummy,6,11,2.4,0.04,0.48
plump,5,498,6.21,1.47,1.88
plumped,7,24,3.18,0.04,0.48
plumpness,9,5,1.61,NULL,NULL
plunder,7,1516,7.32,0.84,1.64
plunderers,10,27,3.3,0.02,0.3
plundering,10,196,5.28,0.16,0.95
plunge,6,1425,7.26,2.24,2.06
plunged,7,1073,6.98,0.98,1.71
plunger,7,476,6.17,0.94,1.69
plunges,7,165,5.11,0.24,1.11
plunging,8,469,6.15,0.45,1.38
plunking,8,69,4.23,0.02,0.3
plural,6,1827,7.51,0.96,1.7
pluralism,9,257,5.55,0.02,0.3
pluralistic,11,167,5.12,0.02,0.3
plurality,9,394,5.98,0.02,0.3
plus,4,99584,11.51,47.04,3.38
plush,5,695,6.54,0.55,1.46
Pluto,5,1664,7.42,3.04,2.19
plutonium,9,2253,7.72,1.96,2
ply,3,608,6.41,0.31,1.23
Plymouth,8,2559,7.85,1.59,1.91
plywood,7,1286,7.16,0.45,1.38
pneumatic,9,468,6.15,0.43,1.36
pneumonia,9,695,6.54,5.04,2.41
poach,5,46,3.83,0.33,1.26
poacher,7,69,4.23,0.51,1.43
poaches,7,1,0,0.04,0.48
pock,4,27,3.3,0.08,0.7
pocket,6,10760,9.28,35.71,3.26
pocketbook,10,367,5.91,1.49,1.89
pocketbooks,11,127,4.84,0.12,0.85
pocketed,8,182,5.2,0.14,0.9
pocketful,9,81,4.39,0.41,1.34
pocketknife,11,22,3.09,0.33,1.26
pockets,7,3697,8.22,12.27,2.8
pocket's,8,7,1.95,NULL,NULL
pockmark,8,0,0,0.02,0.3
pod,3,4308,8.37,8,2.61
podiatrist,10,75,4.32,0.2,1.04
podiatry,8,17,2.83,NULL,NULL
podium,6,606,6.41,1.27,1.82
pods,4,956,6.86,1.98,2.01
Poe,3,859,6.76,3.41,2.24
poem,4,5184,8.55,13.65,2.84
poems,5,3654,8.2,4.76,2.39
poet,4,3454,8.15,9.22,2.67
poetic,6,1433,7.27,2.69,2.14
poetical,8,63,4.14,0.04,0.48
poetics,7,99,4.6,NULL,NULL
poetry,6,8869,9.09,13.37,2.83
poetry's,8,23,3.14,NULL,NULL
poets,5,1810,7.5,2.8,2.16
poet's,6,198,5.29,NULL,NULL
poignancy,9,45,3.81,0.04,0.48
poignant,8,475,6.16,0.51,1.43
poignantly,10,27,3.3,0.02,0.3
poinsettia,10,126,4.84,0.06,0.6
point,5,256288,12.45,236.53,4.08
pointed,7,19379,9.87,7.59,2.59
pointedly,9,362,5.89,0.04,0.48
pointer,7,15566,9.65,1.08,1.75
pointers,8,13503,9.51,1.39,1.86
pointing,8,12081,9.4,8.33,2.63
pointless,9,4454,8.4,3.59,2.26
points,6,95563,11.47,32.2,3.22
poise,5,231,5.44,1.1,1.76
poised,6,1153,7.05,1.25,1.81
poises,6,1,0,NULL,NULL
poison,6,5095,8.54,24.55,3.1
poisoned,8,1096,7,7.73,2.6
poisoning,9,1751,7.47,5.92,2.48
poisonous,9,1356,7.21,3.33,2.23
poisons,7,793,6.68,1.37,1.85
poke,4,2583,7.86,5.84,2.48
poked,5,888,6.79,1.31,1.83
poker,5,4519,8.42,16.06,2.91
pokerfaced,10,3,1.1,NULL,NULL
pokes,5,411,6.02,0.39,1.32
poking,6,1641,7.4,3.75,2.28
poky,4,56,4.03,0.1,0.78
polack,6,65,4.17,0.8,1.62
Poland,6,5372,8.59,2.84,2.16
Poland's,8,106,4.66,NULL,NULL
polar,5,3651,8.2,2.65,2.13
Polaris,7,572,6.35,0.2,1.04
polarities,10,161,5.08,0.04,0.48
polarity,8,4316,8.37,0.35,1.28
polarization,12,649,6.48,0.08,0.7
polarize,8,146,4.98,0.02,0.3
polarized,9,637,6.46,0.35,1.28
polarizing,10,179,5.19,0.04,0.48
Polaroid,8,636,6.46,1.43,1.87
pole,4,5730,8.65,12.59,2.81
polecat,7,38,3.64,0.29,1.2
polemic,7,226,5.42,0.04,0.48
polemical,9,110,4.7,NULL,NULL
polemics,8,184,5.21,0.02,0.3
poles,5,2877,7.96,2.16,2.05
police,6,48000,10.78,236.16,4.08
policed,7,220,5.39,0.08,0.7
policeman,9,1453,7.28,11.73,2.78
policeman's,11,110,4.7,NULL,NULL
policemen,9,1012,6.92,3.86,2.3
policemen's,11,24,3.18,NULL,NULL
policewoman,11,60,4.09,0.45,1.38
policies,8,15119,9.62,3.08,2.2
policing,8,796,6.68,0.18,1
policy,6,47846,10.78,27.02,3.14
poling,6,114,4.74,0.06,0.6
polio,5,1469,7.29,0.88,1.66
polish,6,6046,8.71,9.67,2.69
polished,8,1988,7.59,2,2.01
polishes,8,95,4.55,0.14,0.9
polishing,9,754,6.63,1.33,1.84
polite,6,5981,8.7,13.94,2.85
politely,8,2377,7.77,1.71,1.94
politeness,10,740,6.61,0.57,1.48
politic,7,439,6.08,0.35,1.28
political,9,68811,11.14,21.86,3.05
politicalize,12,7,1.95,NULL,NULL
politically,11,7113,8.87,2.94,2.18
politician,10,3126,8.05,3.27,2.23
politicians,11,9755,9.19,5.43,2.44
politicization,14,69,4.23,NULL,NULL
politicize,10,34,3.53,0.1,0.78
politicos,9,887,6.79,0.06,0.6
politics,8,20224,9.91,16.57,2.93
polities,8,28,3.33,NULL,NULL
polka,5,512,6.24,2.43,2.1
poll,4,7921,8.98,2.49,2.11
polled,6,729,6.59,0.25,1.15
pollen,6,868,6.77,1.22,1.8
pollinate,9,45,3.81,0.14,0.9
pollination,11,117,4.76,0.02,0.3
polling,7,1586,7.37,0.39,1.32
Pollock,7,422,6.05,1.98,2.01
Pollock's,9,24,3.18,NULL,NULL
polls,5,3411,8.13,2.18,2.05
pollster,8,224,5.41,NULL,NULL
pollutant,9,105,4.65,0.02,0.3
pollute,7,628,6.44,0.45,1.38
polluted,8,624,6.44,0.98,1.71
pollution,9,4960,8.51,1.9,1.99
Polly,5,1364,7.22,6.61,2.53
Pollyanna,9,125,4.83,0.22,1.08
polo,4,1407,7.25,3.49,2.25
poltergeist,11,1771,7.48,0.63,1.52
polyandrous,11,15,2.71,NULL,NULL
polyandry,9,38,3.64,NULL,NULL
polycrystalline,15,16,2.77,NULL,NULL
polyester,9,715,6.57,1.24,1.81
polyesters,10,41,3.71,NULL,NULL
polygamous,10,151,5.02,0.04,0.48
polygamy,8,831,6.72,0.37,1.3
polygon,7,2123,7.66,0.06,0.6
polymer,7,1240,7.12,0.63,1.52
polymers,8,752,6.62,0.14,0.9
polymorphous,12,15,2.71,0.02,0.3
polygynous,10,24,3.18,NULL,NULL
polymerization,14,72,4.28,0.02,0.3
polynomial,10,715,6.57,0.06,0.6
polynomials,11,316,5.76,NULL,NULL
polyp,5,116,4.75,0.25,1.15
polyphosphate,13,7,1.95,NULL,NULL
polypropylene,13,169,5.13,NULL,NULL
polystyrene,11,169,5.13,0.02,0.3
polysyllabic,12,30,3.4,0.1,0.78
polysyllable,12,0,0,NULL,NULL
polytheism,10,113,4.73,0.02,0.3
polytheistic,12,110,4.7,NULL,NULL
polyunsaturated,15,62,4.13,0.02,0.3
polyurethane,12,563,6.33,0.24,1.11
pomegranate,11,91,4.51,0.25,1.15
pomp,4,139,4.93,0.39,1.32
pompadour,9,33,3.5,0.33,1.26
Pompeii,7,127,4.84,0.33,1.26
Pompeii's,9,0,0,NULL,NULL
Pompey,6,67,4.2,0.71,1.57
pompom,6,9,2.2,0.14,0.9
pompons,7,5,1.61,0.08,0.7
pomposity,9,85,4.44,0.08,0.7
pompous,7,1043,6.95,2.39,2.09
pompously,9,40,3.69,0.02,0.3
pompousness,11,9,2.2,NULL,NULL
poncho,6,250,5.52,0.86,1.65
pond,4,3604,8.19,6.33,2.51
ponder,6,1467,7.29,1.1,1.76
ponderable,10,61,4.11,NULL,NULL
pondered,8,563,6.33,0.45,1.38
pondering,9,958,6.86,0.57,1.48
ponderous,9,164,5.1,0.22,1.08
ponds,5,590,6.38,0.41,1.34
pong,4,948,6.85,1.61,1.92
ponies,6,347,5.85,2.78,2.16
Pontiac,7,1769,7.48,0.86,1.65
pontiff,7,132,4.88,0.06,0.6
pontificates,12,52,3.95,NULL,NULL
pontoon,7,94,4.54,0.27,1.18
pony,4,2249,7.72,8.1,2.62
pony's,6,25,3.22,NULL,NULL
pontifical,10,532,6.28,NULL,NULL
pontificate,11,245,5.5,0.04,0.48
ponytail,8,309,5.73,1,1.72
pooch,5,156,5.05,1.29,1.83
poodle,6,743,6.61,2.84,2.16
poof,4,582,6.37,2.16,2.05
poofy,5,48,3.87,NULL,NULL
Pooh,4,1428,7.26,4.76,2.39
pool,4,16200,9.69,46.98,3.38
pooled,6,3868,8.26,0.27,1.18
pooling,7,310,5.74,0.47,1.4
poolroom,8,5,1.61,0.35,1.28
pools,5,3288,8.1,2.31,2.08
pool's,6,31,3.43,NULL,NULL
poop,4,1093,7,5.59,2.46
Phil,4,20084,9.91,35.88,3.26
Philadelphia,12,12335,9.42,10.57,2.73
Philadelphia's,14,65,4.17,NULL,NULL
philander,9,38,3.64,0.04,0.48
phlegmatic,10,20,3,NULL,NULL
phobia,6,348,5.85,1.02,1.72
phobic,6,152,5.02,0.16,0.95
philanthropic,13,84,4.43,0.31,1.23
philanthropies,14,6,1.79,0.02,0.3
philanthropist,14,75,4.32,0.88,1.66
philanthropy,12,100,4.61,0.08,0.7
philharmonic,12,642,6.46,0.75,1.59
Philip,6,11045,9.31,12.53,2.81
Philippine,10,1052,6.96,0.53,1.45
Philippines,11,3253,8.09,2.18,2.05
Philistine,10,116,4.75,0.94,1.69
philological,12,69,4.23,NULL,NULL
philologists,12,32,3.47,NULL,NULL
philosopher,11,2223,7.71,3.04,2.19
philosophers,12,1743,7.46,0.84,1.64
philosophic,11,301,5.71,0.08,0.7
philosophical,13,4959,8.51,1.59,1.91
philosophically,15,454,6.12,0.2,1.04
philosophies,12,1734,7.46,0.51,1.43
philosophy,10,19790,9.89,8.27,2.63
Phil's,6,591,6.38,NULL,NULL
phlegm,6,153,5.03,0.67,1.54
philosophize,12,31,3.43,0.1,0.78
philosophized,13,6,1.79,NULL,NULL
philosophizing,14,78,4.36,0.04,0.48
Phoenix,7,15367,9.64,10.88,2.75
phone,5,141619,11.86,269.73,4.14
phonebooth,10,11,2.4,NULL,NULL
phonecall,9,45,3.81,NULL,NULL
phoned,6,817,6.71,6.45,2.52
phoneme,7,177,5.18,NULL,NULL
phonemes,8,243,5.49,0.06,0.6
phonemic,8,98,4.58,NULL,NULL
phonemics,9,1,0,NULL,NULL
phones,6,4048,8.31,13.02,2.82
phonetic,8,977,6.88,0.24,1.11
phonetics,9,225,5.42,0.1,0.78
phoney,6,423,6.05,3.12,2.2
phonic,6,61,4.11,NULL,NULL
phonics,7,238,5.47,0.1,0.78
phonies,7,68,4.22,0.65,1.53
phonograph,10,382,5.95,1.1,1.76
phonographs,11,187,5.23,NULL,NULL
phonologic,10,0,0,NULL,NULL
phonological,12,67,4.2,NULL,NULL
phonology,9,127,4.84,NULL,NULL
phony,5,1531,7.33,8.25,2.63
phooey,6,114,4.74,1.16,1.78
phosphate,9,634,6.45,0.43,1.36
phosphates,10,205,5.32,0.08,0.7
phosphide,9,13,2.56,NULL,NULL
phosphor,8,337,5.82,0.02,0.3
phosphoresce,12,3,1.1,NULL,NULL
phosphorescence,15,9,2.2,0.12,0.85
phosphorescent,14,51,3.93,0.12,0.85
phosphorous,11,111,4.71,0.24,1.11
phosphorus,10,435,6.08,0.67,1.54
photo,5,13910,9.54,22.84,3.07
photocathode,12,14,2.64,NULL,NULL
photocathodes,13,5,1.61,NULL,NULL
photochemical,13,104,4.64,0.02,0.3
photocopy,9,1341,7.2,0.29,1.2
photoelectronic,15,3,1.1,NULL,NULL
photoelectrons,14,4,1.39,NULL,NULL
photocopier,11,154,5.04,0.04,0.48
photoelectric,13,62,4.13,0.12,0.85
photoflash,10,25,3.22,NULL,NULL
photogenic,10,86,4.45,0.59,1.49
photograph,10,2714,7.91,11.35,2.76
photographed,12,850,6.75,2.75,2.15
photographer,12,2794,7.94,9.12,2.67
photographers,13,1630,7.4,2.35,2.08
photographic,12,2305,7.74,1.9,1.99
photographically,16,52,3.95,0.04,0.48
photographing,13,394,5.98,0.59,1.49
photographs,11,5529,8.62,9.78,2.7
photography,11,5263,8.57,3.88,2.3
photoluminescence,17,2,0.69,NULL,NULL
photon,6,3844,8.25,0.53,1.45
photorealism,12,74,4.3,NULL,NULL
photos,6,14926,9.61,19.92,3.01
piccolo,7,822,6.71,1.27,1.82
pick,4,45297,10.72,198.39,4.01
pickaxe,7,43,3.76,0.16,0.95
photosensitive,14,27,3.3,0.04,0.48
photosynthesis,14,406,6.01,0.22,1.08
phrase,6,12897,9.46,9.1,2.67
phrasebook,10,161,5.08,0.04,0.48
phrased,7,735,6.6,0.29,1.2
phraseology,11,143,4.96,0.06,0.6
phrases,7,3528,8.17,2.29,2.07
phrasing,8,898,6.8,0.25,1.15
phrenology,10,66,4.19,0.12,0.85
phyla,5,48,3.87,0.02,0.3
Phyllis,7,1347,7.21,5.55,2.45
phylum,6,77,4.34,0.14,0.9
physical,8,44223,10.7,27.18,3.14
physically,10,9272,9.13,9.24,2.67
physicalness,12,3,1.1,NULL,NULL
physician,9,4205,8.34,6.14,2.5
physicians,10,3617,8.19,1.33,1.84
physician's,11,547,6.3,NULL,NULL
physicist,9,3270,8.09,1.35,1.85
physicists,10,1865,7.53,0.71,1.57
physics,7,29221,10.28,9.45,2.68
physiognomy,11,31,3.43,0.02,0.3
physiologic,11,111,4.71,0.02,0.3
physiological,13,1609,7.38,0.63,1.52
physiologically,15,185,5.22,0.33,1.26
physiologist,12,172,5.15,0.1,0.78
physiology,10,2330,7.75,0.96,1.7
physiotherapist,15,25,3.22,NULL,NULL
physiotherapy,13,64,4.16,0.04,0.48
physique,8,472,6.16,0.65,1.53
pi,2,5980,8.7,3.67,2.27
pianist,7,904,6.81,1.69,1.94
pianists,8,336,5.82,0.16,0.95
pianist's,9,33,3.5,NULL,NULL
piano,5,9273,9.13,24.86,3.1
pianoforte,10,26,3.26,0.24,1.11
pianos,6,544,6.3,0.76,1.6
piazza,6,1392,7.24,0.49,1.42
piazzas,7,4,1.39,NULL,NULL
pica,4,123,4.81,0.08,0.7
Picasso,7,1263,7.14,3.9,2.3
Picasso's,9,36,3.58,NULL,NULL
picked,6,20151,9.91,69.29,3.55
picker,6,459,6.13,0.61,1.51
pickers,7,168,5.12,0.31,1.23
picket,6,850,6.75,2.22,2.06
picketed,8,72,4.28,0.06,0.6
picketing,9,175,5.16,0.24,1.11
pickets,7,110,4.7,0.2,1.04
picking,7,8684,9.07,32.51,3.22
pickle,6,979,6.89,4.61,2.37
pickled,7,287,5.66,1.49,1.89
pickles,7,504,6.22,3.69,2.28
pickoff,7,6,1.79,0.02,0.3
pickoffs,8,3,1.1,NULL,NULL
pickpocket,10,59,4.08,0.75,1.59
picks,5,6748,8.82,9.18,2.67
pickup,6,4527,8.42,7.63,2.59
picky,5,2130,7.66,2.18,2.05
picnic,6,1374,7.23,11.69,2.78
picnicked,9,1,0,NULL,NULL
picnickers,10,6,1.79,NULL,NULL
picnics,7,152,5.02,0.75,1.59
pictorial,9,796,6.68,0.2,1.04
pictorially,11,40,3.69,0.04,0.48
picture,7,46520,10.75,138.45,3.85
pictured,8,960,6.87,2.63,2.13
pictures,8,34996,10.46,68.18,3.54
picturesque,11,289,5.67,0.49,1.42
picturing,9,232,5.45,1.12,1.76
piddle,6,81,4.39,0.1,0.78
piddling,8,97,4.57,0.12,0.85
pidgin,6,239,5.48,0.06,0.6
pie,3,4935,8.5,28.75,3.17
piece,5,46129,10.74,124.49,3.8
piecemeal,9,267,5.59,0.12,0.85
pieces,6,25065,10.13,34.96,3.25
piecewise,9,71,4.26,NULL,NULL
piecework,9,40,3.69,0.1,0.78
piecrust,8,3,1.1,NULL,NULL
pied,4,240,5.48,0.37,1.3
pier,4,1150,7.05,6.55,2.52
pierce,6,4989,8.51,25.75,3.12
pierced,7,1610,7.38,2.94,2.18
piercing,8,7012,8.86,1.37,1.85
Pierre,6,4535,8.42,7.73,2.6
piers,5,960,6.87,0.33,1.26
pies,4,718,6.58,3.45,2.25
piety,5,2247,7.72,0.57,1.48
piezoelectric,13,90,4.5,NULL,NULL
piezoelectricity,16,4,1.39,NULL,NULL
pig,3,6375,8.76,39.14,3.3
pigeon,6,900,6.8,5.9,2.48
pigeonhole,10,98,4.58,0.08,0.7
pigeons,7,640,6.46,3.51,2.26
piggish,7,40,3.69,NULL,NULL
piggy,5,656,6.49,4.41,2.35
piggyback,9,210,5.35,1.08,1.75
piggybank,9,13,2.56,NULL,NULL
pigheaded,9,74,4.3,0.67,1.54
piglet,6,846,6.74,2.12,2.04
pigment,7,921,6.83,0.29,1.2
pigmentation,12,224,5.41,0.31,1.23
pigmented,9,92,4.52,NULL,NULL
pigments,8,333,5.81,0.02,0.3
pigpen,6,87,4.47,0.31,1.23
pigpens,7,0,0,0.02,0.3
pigs,4,4274,8.36,13.29,2.83
pigskin,7,101,4.62,0.39,1.32
pigsty,6,23,3.14,0.84,1.64
pigtail,7,96,4.56,0.16,0.95
pigwash,7,0,0,NULL,NULL
pike,4,2432,7.8,4.59,2.37
pilaf,5,55,4.01,0.2,1.04
pile,4,5666,8.64,13.18,2.83
piled,5,717,6.58,1.49,1.89
piles,5,1534,7.34,1.78,1.96
pilfer,6,46,3.83,0.02,0.3
pilfering,9,20,3,0.35,1.28
pilgrim,7,663,6.5,3.69,2.28
pilgrimage,10,504,6.22,1.14,1.77
pilgrimages,11,52,3.95,0.08,0.7
pilgrims,8,419,6.04,1.86,1.98
pilgrim's,9,70,4.25,NULL,NULL
piling,6,427,6.06,1.41,1.86
pill,4,2805,7.94,11.82,2.78
pillage,7,372,5.92,0.61,1.51
pillaged,8,106,4.66,0.2,1.04
pillager,8,2,0.69,NULL,NULL
pillar,6,1562,7.35,1.59,1.91
pillared,8,5,1.61,NULL,NULL
pillars,7,1121,7.02,0.94,1.69
pillbox,7,105,4.65,0.49,1.42
pillow,6,2110,7.65,11.39,2.76
pillowcase,10,54,3.99,0.65,1.53
pillows,7,975,6.88,3.16,2.21
pills,5,2580,7.86,24.82,3.1
pilot,5,16024,9.68,26.67,3.13
piloting,8,375,5.93,0.49,1.42
pilots,6,5967,8.69,7.63,2.59
pilot's,7,619,6.43,NULL,NULL
pimento,7,30,3.4,0.08,0.7
pimp,4,988,6.9,8.63,2.64
pimple,6,216,5.38,1.67,1.93
pimpled,7,14,2.64,0.04,0.48
pimples,7,131,4.88,1.22,1.8
pimplike,8,0,0,NULL,NULL
pimply,6,90,4.5,0.24,1.11
pimps,5,212,5.36,1.2,1.79
pin,3,24742,10.12,16.37,2.92
pinafore,8,41,3.71,0.08,0.7
pinafores,9,1,0,0.04,0.48
pinball,7,4652,8.45,1.53,1.9
pincer,6,73,4.29,0.25,1.15
pinch,5,1992,7.6,6.12,2.5
pinched,7,675,6.51,2.71,2.14
pinching,8,569,6.34,1.12,1.76
pincushion,10,86,4.45,0.18,1
pine,4,7920,8.98,6.2,2.5
pineal,6,162,5.09,0.35,1.28
pineapple,9,637,6.46,2.55,2.12
pinecone,8,118,4.77,0.25,1.15
pines,5,974,6.88,1.2,1.79
pinewood,8,118,4.77,0.29,1.2
ping,4,5115,8.54,3.29,2.23
pinging,7,417,6.03,0.2,1.04
